game_id,score dif max_min,team1_score max_min,team2_score max_min,team1_seed max_min,team2_seed max_min,team1_lat max_min,team2_lat max_min,team1_long max_min,team2_long max_min,team1_fg2pct max_min,team2_fg2pct max_min,team1_fg3pct max_min,team2_fg3pct max_min,team1_ftpct max_min,team2_ftpct max_min,team1_blockpct max_min,team2_blockpct max_min,team1_oppfg2pct max_min,team2_oppfg2pct max_min,team1_oppfg3pct max_min,team2_oppfg3pct max_min,team1_oppftpct max_min,team2_oppftpct max_min,team1_oppblockpct max_min,team2_oppblockpct max_min,team1_f3grate max_min,team2_f3grate max_min,team1_oppf3grate max_min,team2_oppf3grate max_min,team1_arate max_min,team2_arate max_min,team1_opparate max_min,team2_opparate max_min,team1_stlrate max_min,team2_stlrate max_min,team1_oppstlrate max_min,team2_oppstlrate max_min,team1_rpi_rating max_min,team2_rpi_rating max_min,team1_pt_school_ncaa max_min,team2_pt_school_ncaa max_min,team1_pt_overall_ncaa max_min,team2_pt_overall_ncaa max_min,team1_pt_school_s16 max_min,team2_pt_school_s16 max_min,team1_pt_overall_s16 max_min,team2_pt_overall_s16 max_min,team1_pt_school_ff max_min,team2_pt_school_ff max_min,team1_pt_overall_ff max_min,team2_pt_overall_ff max_min,team1_pt_career_school_wins max_min,team2_pt_career_school_wins max_min,team1_pt_career_school_losses max_min,team2_pt_career_school_losses max_min,team1_pt_career_overall_losses max_min,team2_pt_career_overall_losses max_min,team1_pt_team_season_wins max_min,team2_pt_team_season_wins max_min,team1_pt_team_season_losses max_min,team2_pt_team_season_losses max_min,team1_pt_coach_season_wins max_min,team2_pt_coach_season_wins max_min,team1_pt_coach_season_losses max_min,team2_pt_coach_season_losses max_min
2002-1373-1108,0.504854369,0.526315789,0.565217391,1,1,0.401303088,0.774484368,0.768868067,0.94881299,0.413725713,0.290220092,0.600851847,0.505080423,0.176022559,0.670571943,0.336777034,0.51349892,0.565567247,0.258568096,0.521849582,0.536980273,0.640316878,0.551099562,0.215788883,0.710271273,0.14202564,0.482713539,0.342807788,0.525544633,0.458421586,0.493576691,0.634064149,0.600021756,0.506591337,0.169828365,0.636986301,0.580559254,0.441780822,0.280442804,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0,0.301107754,0.006979063,0.653125,0.050473186,0.492924528,0.034722222,0.35,0.181818182,0.45,0.9,0.580645161,0.28,0.45,0.9
2002-1104-1194,0.466019417,0.539473684,0.619565217,0.933333333,0.066666667,0.192598767,0.341447214,0.896185555,0.683641185,0.181937713,0.543448691,0.346817425,0.29018166,0.296312604,0.63383474,0.261576503,0.337932767,0.61861602,0.392981919,0.542743772,0.378082403,0.504711748,0.442770341,0.606805166,0.326421665,0.233687068,0.442859085,0.388443613,0.380988718,0.527349748,0.365659095,0.616365511,0.24050249,0.696798493,0.418247516,0.673972603,0.395472703,0.482876712,0.918819188,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.009063444,0.139581256,0.19375,0.148264984,0.146226415,0.162037037,0.25,0.636363636,0.55,0.35,0.516129032,0.68,0.55,0.35
2002-1112-1364,0.495145631,0.578947368,0.619565217,0.866666667,0.133333333,0.497538094,0.296689572,0.437845382,0.233717977,0.301821051,0.510427385,0.828738332,0.675664858,0.719445017,0.611511881,0.293625234,0.29539914,0.279714008,0.532789394,0.37467513,0.634820878,0.545445804,0.588011227,0.244873666,0.478749484,0.404136602,0.433675698,0.718900474,0.350338151,0.805945149,0.55673197,0.689987397,0.498851234,0.306967985,0.22131888,0.265753425,0.33954727,0.578767123,0.911439114,0,0.566666667,0,0.733333333,0,0.380952381,0,0.476190476,0,0.363636364,0,0.454545455,0.043303122,0.645064806,0.159375,0.447949527,0.120283019,0.546296296,0.3,0.454545455,0.5,0.45,0.548387097,0.52,0.5,0.45
2002-1181-1457,0.087378641,0,0.597826087,1,0,0.517368925,0.468439344,0.885502846,0.849029628,0.337716126,0.883499385,0.113214781,0.598803799,0.240706563,0.429277546,0.46922381,0.294003806,0.436997082,0.450143022,0.251213459,0.248467361,0.506191103,0.491124853,0.594227962,0.361419145,0.52375278,0.547812908,0.501592172,0.134074722,0.2979493,0.579691952,0.465708047,0.32500684,0.532956685,0.638663053,0.552054795,0.446071904,0.304794521,0.988929889,0.1,0.566666667,0.1,0.566666667,0,0.571428571,0,0.571428571,0,0.818181818,0,0.818181818,0.060422961,0.624127617,0.125,0.520504732,0.094339623,0.516203704,0.25,0.772727273,0.55,0.15,0.516129032,0.8,0.55,0.15
2002-1231-1428,0.72815534,0.5,0.293478261,0.266666667,0.733333333,0.677664412,0.685358919,0.822098257,0.216507768,0.381201403,0.525786132,0.77124912,0.839347693,0.421736524,0.382957501,0.52220614,0.303145649,0.261668962,0.600405316,0.629966397,0.382029591,0.326012989,0.627706496,0.61650758,0.347065023,0.424979123,0.626029335,0.252023063,0.188227549,0.58494717,0.790746304,0.343054329,0.391546269,0.473634652,0.299909666,0.67260274,0.456724368,0.787671233,0.741697417,0.033333333,0.266666667,0.033333333,0.3,0,0.19047619,0,0.19047619,0,0.090909091,0,0.090909091,0.022155086,0.371884347,0.071875,0.249211356,0.054245283,0.300925926,0.3,0.409090909,0.55,0.4,0.548387097,0.48,0.55,0.4
2002-1242-1221,0.650485437,0.434210526,0.326086957,0,1,0.669739178,0.728073936,0.721552926,0.708479672,0.631803539,0.156990489,0.847643479,0.457278128,0.536813063,0.436780841,0.506302394,0.407875885,0.197314402,0.31271572,0.695233284,0.943651962,0.456255455,0.239343656,0.514351488,0.614386198,0.073736985,0.202326651,0.39899755,0.376054852,0.670941234,0.77106171,0.488394115,0.815495321,0.580979284,0.566395664,0.698630137,0.616511318,1,0.405904059,0.4,0.033333333,0.4,0.1,0.333333333,0,0.333333333,0.047619048,0.181818182,0,0.181818182,0,0.367573011,0.18444666,0.284375,0.119873817,0.214622642,0.372685185,0.75,0.272727273,0.15,0.7,0.838709677,0.36,0.15,0.7
2002-1245-1329,0.621359223,0.421052632,0.347826087,0.6,0.4,0.752752024,0.473974995,0.881886591,0.50055818,0.526138381,0.47889678,0.532927161,0.397530977,0.592583051,0.225432831,0.098606839,0.369699335,0.469960714,0.390892011,0.402121631,0.288855401,0.511213515,0.44190673,0.120415497,0.521800394,0.292620985,0.252833834,0.469176785,0.305619146,0.280807535,0.512173792,0.424265196,0.372793529,0.406779661,0.482384824,0.182191781,0.549933422,0.76369863,0.800738007,0,0.3,0,0.733333333,0,0.19047619,0,0.523809524,0,0.090909091,0,0.181818182,0.008056395,0.692921236,0.0125,0.350157729,0.009433962,0.636574074,0.65,0.5,0.25,0.4,0.774193548,0.56,0.25,0.4
2002-1246-1434,0.398058252,0.407894737,0.586956522,0.8,0.2,0.764744974,0.560771912,0.816113843,0.741985442,0.543213344,0.556127186,0.423630039,0.326845334,0.325298383,0.37184728,0.415602195,0.56715245,0.413823377,0.388094911,0.624958819,0.538170423,0.282741838,0.417286102,0.20032566,0.403725427,0.626226422,0.469420044,0.497828154,0.42844211,0.751288136,0.385624437,0.971746881,0.433656702,0.822033898,0.420054201,0.510958904,0.536617843,0.578767123,0.830258303,0.166666667,0.133333333,0.166666667,0.266666667,0.047619048,0.142857143,0.047619048,0.285714286,0,0.090909091,0,0.090909091,0.217522659,0.244267198,0.571875,0.126182965,0.431603774,0.233796296,0.55,0.363636364,0.35,0.45,0.709677419,0.44,0.35,0.45
2002-1281-1274,0.669902913,0.736842105,0.554347826,0.733333333,0.266666667,0.657196323,0,0.778161598,0.82338199,0.459691252,0.397199287,0.707723087,0.498041593,0.398985404,0.792379146,0.354158374,0.745830037,0.55145712,0.384590621,0.690738178,0.302931708,0.361650665,0.384360928,0.370230208,0.642888237,0.549959184,0.50065513,0.178589923,0.489855463,0.396336172,0.80554202,0.567839162,0.444709248,0.458568738,0.588075881,0.583561644,0.591211718,0.626712329,0.808118081,0.066666667,0,0.066666667,0.1,0,0,0,0,0,0,0,0,0.040281974,0.215353938,0.1125,0.056782334,0.08490566,0.375,0.35,0.545454545,0.55,0.35,0.580645161,0.6,0.55,0.35
2002-1323-1150,0.359223301,0.342105263,0.576086957,0.533333333,0.466666667,0.531333553,0.724280151,0.888880198,0.70778417,0.404928252,0.462092504,0.529950576,0.690234266,0.483713065,0.527666453,0.139267837,0.491227038,0.405688263,0.258736978,0.549786592,0.538170423,0.522656331,0.388046697,0.322841101,0.498602392,0.614319537,0.369316785,0.471835558,0.301347368,0.468726672,0.89896317,0.511649694,0.554941342,0.419020716,0.459801265,0.364383562,0.575233023,0.434931507,0.697416974,0.066666667,0.033333333,0.066666667,0.1,0,0,0,0,0,0,0,0,0.06143001,0.130608175,0.15,0.056782334,0.113207547,0.159722222,0.2,0.409090909,0.55,0.5,0.483870968,0.48,0.55,0.5
